customer_id,tenure_months,monthly_charges,contract_type,churned,support_calls,satisfaction,region,paperless
C00965,28,52.68,One year,No,0,5.0,East,No
C00966,8,64.76,One year,Yes,2,1.0,North,Yes
C00967,33,71.67,Month-to-month,No,2,1.0,East,Yes
C00968,67,71.23,Month-to-month,No,1,5.0,West,Yes
C00969,33,52.57,Two year,No,2,4.0,North,No
C00970,40,40.51,One year,No,3,3.0,West,No
C00971,46,75.35,Month-to-month,No,3,3.0,South,No
C00972,18,45.55,Two year,No,4,,West,No
C00973,15,45.63,One year,Yes,1,4.0,North,Yes
C00974,72,69.67,Month-to-month,No,6,5.0,East,No
C00975,58,87.21,Month-to-month,No,4,1.0,West,No
C00976,32,67.34,One year,No,0,3.0,South,No
C00977,54,64.44,Month-to-month,No,2,,North,No
C00978,66,53.72,One year,No,7,1.0,South,Yes
C00979,35,75.44,One year,No,2,3.0,East,Yes
C00980,12,30.86,Month-to-month,Yes,3,1.0,East,No
C00981,17,74.35,Two year,Yes,2,5.0,South,No
C00982,7,40.27,Month-to-month,Yes,2,4.0,West,No
C00983,35,48.52,Month-to-month,No,0,1.0,East,Yes
C00984,72,54.74,One year,No,1,3.0,East,No
C00985,0,103.06,One year,Yes,5,1.0,West,Yes
C00986,58,104.19,Month-to-month,No,0,5.0,West,No
C00987,29,76.72,One year,No,2,1.0,South,Yes
C00988,11,66.42,Two year,No,2,4.0,South,No
C00989,18,26.48,Two year,Yes,1,1.0,East,No
C00990,20,62.82,Two year,No,2,1.0,East,Yes
C00991,15,64.11,Month-to-month,Yes,1,5.0,South,No
C00992,19,59.3,Month-to-month,Yes,0,2.0,East,No
C00993,22,66.79,One year,No,0,1.0,East,Yes
C00994,4,65.52,Month-to-month,Yes,3,4.0,West,Yes
C00995,39,79.65,One year,No,7,2.0,South,Yes
C00996,72,39.15,Month-to-month,No,1,3.0,West,No
C00997,51,75.35,Month-to-month,No,1,5.0,North,Yes
C00998,18,58.18,Month-to-month,Yes,1,4.0,West,No
C00999,68,66.63,Month-to-month,No,3,,North,No
C01000,32,79.48,Month-to-month,No,2,2.0,West,No
C01001,72,43.89,One year,No,1,2.0,North,Yes
C01002,25,66.96,One year,No,1,4.0,West,No
C01003,7,70.18,Month-to-month,No,4,4.0,West,Yes
C01004,38,62.11,Month-to-month,No,3,3.0,West,Yes
C01005,12,51.53,Two year,No,1,2.0,West,Yes
C01006,7,71.22,Month-to-month,Yes,2,1.0,South,No
C01007,42,60.18,Month-to-month,No,6,5.0,North,Yes
C01008,72,74.13,Month-to-month,No,0,4.0,West,Yes
C01009,34,58.99,One year,No,2,4.0,East,No
C01010,18,49.0,Two year,No,2,1.0,West,No
C01011,48,92.62,One year,No,3,2.0,East,No
C01012,30,67.47,Two year,No,1,2.0,East,Yes
C01013,3,53.11,Two year,Yes,1,3.0,South,Yes
C01014,25,76.63,Month-to-month,No,2,4.0,South,No
C01015,72,55.52,Month-to-month,No,2,5.0,South,Yes
C01016,40,66.14,Month-to-month,No,3,,East,No
C01017,16,68.24,Month-to-month,Yes,4,2.0,East,Yes
C01018,70,41.56,One year,No,3,3.0,North,No
C01019,60,80.97,Month-to-month,No,3,4.0,North,No
C01020,31,64.9,Month-to-month,Yes,4,2.0,North,No
C01021,20,67.6,Month-to-month,Yes,2,3.0,East,Yes
C01022,49,53.76,One year,Yes,1,4.0,East,No
C01023,37,117.26,One year,No,3,3.0,North,Yes
C01024,57,48.07,Two year,No,3,3.0,East,No
C01025,72,36.76,Month-to-month,No,3,4.0,North,No
C01026,12,45.2,Month-to-month,Yes,2,2.0,West,No
C01027,38,73.67,Two year,No,3,,East,Yes
C01028,16,88.06,One year,Yes,2,4.0,East,Yes
C01029,27,51.73,One year,No,1,3.0,East,No
C01030,38,97.02,Month-to-month,No,2,2.0,South,Yes
C01031,36,87.35,Month-to-month,No,3,1.0,West,Yes
C01032,35,56.59,Two year,No,1,5.0,East,Yes
C01033,51,59.31,One year,Yes,5,4.0,North,Yes
C01034,21,67.26,One year,No,1,2.0,West,Yes
C01035,62,89.79,Month-to-month,No,1,4.0,East,No
C01036,29,81.15,Month-to-month,No,2,3.0,South,No
C01037,72,61.82,Month-to-month,No,3,2.0,West,Yes
C01038,24,60.86,One year,No,3,2.0,North,Yes
C01039,72,109.66,Month-to-month,No,2,1.0,East,Yes
C01040,33,78.52,Month-to-month,No,4,5.0,East,No
C01041,59,89.65,Month-to-month,No,1,5.0,West,No
C01042,42,69.72,Two year,No,2,5.0,East,No
C01043,20,78.92,Month-to-month,No,3,2.0,West,Yes
C01044,21,75.96,Month-to-month,No,2,5.0,South,No
C01045,28,80.15,One year,No,1,,West,No
C01046,32,72.94,Two year,No,4,5.0,North,No
C01047,10,68.75,One year,Yes,1,1.0,West,Yes
C01048,29,47.51,Two year,Yes,1,2.0,West,Yes
C01049,36,80.94,Month-to-month,No,1,3.0,East,No
C01050,45,58.79,Two year,No,2,5.0,North,No
C01051,48,54.45,Two year,No,3,2.0,South,No
C01052,35,122.22,Month-to-month,No,4,3.0,North,No
C01053,53,36.3,One year,No,2,5.0,West,Yes
C01054,58,91.25,Month-to-month,No,1,3.0,South,No
C01055,49,58.47,Month-to-month,No,3,4.0,West,No
C01056,12,76.36,Month-to-month,Yes,2,3.0,West,Yes
C01057,43,120.23,Month-to-month,No,3,1.0,North,No
C01058,65,42.68,Two year,No,3,2.0,West,Yes
C01059,39,60.97,Month-to-month,No,0,3.0,South,Yes
C01060,13,63.68,One year,Yes,4,1.0,North,Yes
C01061,39,58.75,Month-to-month,No,1,2.0,South,Yes
C01062,20,89.91,Month-to-month,No,2,5.0,East,No
C01063,19,64.38,Month-to-month,No,7,1.0,West,No
C01064,59,85.77,Month-to-month,No,2,2.0,East,No
C01065,21,40.07,One year,Yes,5,4.0,North,No
C01066,33,27.48,Two year,No,1,3.0,South,Yes
C01067,59,69.88,Month-to-month,No,2,2.0,South,No
C01068,15,31.77,Two year,No,4,1.0,East,No
C01069,14,91.33,One year,No,2,5.0,East,No
C01070,20,36.46,One year,Yes,2,3.0,North,No
C01071,49,55.32,Month-to-month,No,1,3.0,North,No
C01072,39,81.45,Month-to-month,No,4,1.0,North,No
C01073,36,49.45,Two year,Yes,3,2.0,West,No
C01074,21,36.67,One year,Yes,0,1.0,East,No
C01075,23,110.72,Month-to-month,No,1,5.0,South,No
C01076,18,41.97,Two year,No,5,4.0,West,Yes
C01077,39,70.47,Month-to-month,No,4,3.0,North,No
C01078,43,60.23,One year,No,3,4.0,North,No
C01079,35,86.79,Month-to-month,No,2,1.0,South,No
C01080,59,68.32,Two year,No,2,5.0,North,No
C01081,8,59.12,Month-to-month,Yes,2,3.0,West,Yes
C01082,8,68.14,Month-to-month,Yes,1,3.0,West,No
C01083,31,59.92,One year,Yes,3,5.0,East,No
C01084,29,87.48,Month-to-month,Yes,3,1.0,West,No
C01085,13,38.97,Two year,Yes,2,3.0,South,Yes
C01086,23,100.33,One year,Yes,3,1.0,North,Yes
C01087,25,60.33,Month-to-month,Yes,5,3.0,South,No
C01088,22,73.84,Month-to-month,No,6,2.0,North,No
C01089,44,39.12,Two year,No,3,3.0,West,No
C01090,51,40.63,One year,No,2,4.0,East,Yes
C01091,45,44.26,Two year,No,1,2.0,West,No
C01092,72,56.53,Month-to-month,No,0,,South,No
C01093,72,52.54,Two year,No,2,1.0,East,Yes
C01094,54,56.38,Month-to-month,No,2,4.0,South,No
C01095,63,76.52,One year,No,1,3.0,South,No
C01096,44,59.91,Month-to-month,No,1,5.0,East,Yes
C01097,54,57.91,Month-to-month,Yes,1,5.0,West,Yes
C01098,14,52.93,Two year,Yes,1,1.0,East,No
C01099,22,77.87,Two year,No,1,4.0,East,No
C01100,72,77.87,Month-to-month,No,0,1.0,East,Yes
C01101,72,58.21,Two year,No,2,1.0,South,No
C01102,37,48.21,Month-to-month,Yes,1,4.0,West,Yes
C01103,21,53.43,Month-to-month,Yes,1,3.0,West,Yes
C01104,52,50.99,Month-to-month,No,2,5.0,South,No
C01105,9,97.52,Month-to-month,Yes,3,1.0,West,Yes
C01106,23,83.55,Month-to-month,No,2,3.0,South,Yes
C01107,20,58.49,Month-to-month,No,2,2.0,East,No
C01108,26,63.84,Month-to-month,Yes,2,5.0,East,No
C01109,16,49.14,One year,No,5,4.0,West,Yes
C01110,46,44.05,Two year,No,4,4.0,West,No
C01111,17,72.29,One year,No,5,2.0,South,No
C01112,37,68.82,Month-to-month,No,4,5.0,East,No
C01113,17,101.46,One year,Yes,3,5.0,East,No
C01114,27,96.51,Month-to-month,Yes,4,4.0,West,Yes
C01115,52,87.57,One year,No,4,3.0,North,No
C01116,23,76.08,One year,No,3,5.0,East,Yes
C01117,9,66.39,Month-to-month,Yes,3,4.0,East,Yes
C01118,55,84.76,Month-to-month,No,2,1.0,South,No
C01119,53,53.72,Two year,Yes,5,5.0,South,Yes
C01120,27,89.34,Two year,No,2,1.0,East,No
C01121,57,71.28,One year,No,4,4.0,South,No
C01122,34,64.72,Two year,Yes,3,2.0,North,Yes
C01123,15,62.29,Two year,No,2,5.0,West,No
C01124,68,105.32,Month-to-month,No,3,4.0,South,Yes
C01125,72,38.19,One year,No,1,5.0,North,Yes
C01126,37,107.09,Month-to-month,No,1,4.0,North,No
C01127,7,70.65,Month-to-month,No,3,,West,No
C01128,37,48.69,Month-to-month,No,2,5.0,South,No
C01129,4,46.46,Two year,Yes,0,2.0,South,Yes
C01130,11,34.29,One year,Yes,3,3.0,South,No
C01131,23,85.77,Month-to-month,No,5,2.0,North,Yes
C01132,34,55.31,Month-to-month,No,5,1.0,East,No
C01133,44,77.04,Month-to-month,No,1,5.0,North,No
C01134,19,84.42,One year,Yes,3,3.0,West,No
C01135,54,47.9,Two year,No,0,1.0,South,No
C01136,50,69.17,Month-to-month,No,1,5.0,North,Yes
C01137,65,50.54,Month-to-month,No,5,5.0,South,No
C01138,38,57.01,One year,No,2,4.0,North,No
C01139,72,120.33,Month-to-month,No,4,2.0,South,Yes
C01140,30,88.0,Month-to-month,No,3,5.0,North,Yes
C01141,17,69.23,Month-to-month,Yes,2,4.0,East,Yes
C01142,22,62.99,Month-to-month,Yes,1,,West,Yes
C01143,2,73.23,Month-to-month,Yes,3,2.0,South,No
C01144,40,62.34,Two year,No,4,5.0,North,Yes
C01145,31,66.46,Month-to-month,No,1,5.0,North,No
C01146,16,83.54,Month-to-month,Yes,2,4.0,West,No
C01147,23,46.84,One year,Yes,5,1.0,South,Yes
C01148,39,42.75,Two year,No,1,2.0,South,No
C01149,18,80.66,Month-to-month,Yes,2,2.0,North,No
C01150,72,52.96,Month-to-month,No,2,3.0,East,No
C01151,37,77.12,One year,Yes,4,5.0,North,Yes
C01152,41,73.74,Month-to-month,No,3,5.0,West,Yes
C01153,14,31.1,One year,No,2,2.0,North,No
C01154,37,75.97,Month-to-month,No,3,1.0,North,Yes
C01155,28,43.67,Month-to-month,No,3,2.0,East,No
C01156,34,86.48,Month-to-month,No,1,2.0,South,No
C01157,32,59.52,One year,No,3,5.0,East,Yes
C01158,51,107.32,Month-to-month,No,2,1.0,North,Yes
C01159,12,93.28,Month-to-month,Yes,1,5.0,West,Yes
C01160,25,54.91,Month-to-month,No,2,4.0,South,No
C01161,59,27.63,One year,No,4,1.0,West,No
C01162,24,60.41,Month-to-month,Yes,4,4.0,West,Yes
C01163,40,42.02,One year,No,4,3.0,East,No
C01164,37,96.86,One year,No,3,1.0,South,Yes
C01165,21,73.81,Month-to-month,Yes,5,2.0,South,Yes
C01166,19,76.8,Two year,Yes,2,2.0,East,Yes
C01167,72,54.87,Two year,No,2,,North,Yes
C01168,28,70.77,Month-to-month,Yes,8,3.0,North,No
C01169,28,73.41,Month-to-month,No,2,4.0,East,No
C01170,27,93.92,Month-to-month,No,3,1.0,North,Yes
C01171,18,79.61,Month-to-month,Yes,4,1.0,South,Yes
C01172,46,54.97,Month-to-month,No,3,4.0,East,Yes
C01173,11,89.21,Two year,Yes,1,3.0,South,No
C01174,20,54.73,Two year,No,6,2.0,West,No
C01175,41,65.8,Month-to-month,Yes,4,2.0,West,No
C01176,61,23.07,Month-to-month,No,4,1.0,North,Yes
C01177,61,85.42,Month-to-month,No,2,5.0,North,Yes
C01178,41,75.82,Month-to-month,No,1,5.0,West,No
C01179,57,75.8,Month-to-month,No,2,3.0,North,No
C01180,28,52.75,Two year,Yes,3,2.0,South,No
C01181,32,49.65,Two year,No,0,2.0,West,No
C01182,63,67.35,Month-to-month,No,10,2.0,East,No
C01183,17,72.34,One year,No,2,5.0,South,No
C01184,20,75.5,One year,No,4,1.0,North,No
C01185,13,55.84,Two year,Yes,3,5.0,South,No
C01186,16,91.08,Month-to-month,No,4,2.0,East,Yes
C01187,10,72.58,Month-to-month,Yes,4,2.0,North,Yes
C01188,30,54.92,One year,No,4,5.0,East,Yes
C01189,37,77.57,Month-to-month,No,5,5.0,South,Yes
C01190,38,39.53,One year,No,0,5.0,South,Yes
C01191,33,78.19,Month-to-month,No,4,2.0,West,Yes
C01192,10,36.24,One year,Yes,0,3.0,West,No
C01193,20,41.5,Two year,Yes,2,2.0,East,Yes
C01194,32,37.66,Month-to-month,Yes,1,1.0,East,No
C01195,37,70.85,Month-to-month,No,2,2.0,South,Yes
C01196,47,92.97,One year,No,6,1.0,North,No
C01197,66,71.89,Month-to-month,No,3,1.0,South,Yes
C01198,63,75.58,One year,No,2,3.0,North,No
C01199,11,106.34,One year,Yes,3,4.0,South,No
C01200,26,81.27,Month-to-month,No,2,2.0,South,No
C01201,72,46.23,Two year,No,1,3.0,East,Yes
C01202,11,62.7,Month-to-month,Yes,0,4.0,South,No
C01203,49,64.01,One year,No,2,5.0,South,No
C01204,15,62.61,Month-to-month,No,3,,East,Yes
C01205,12,63.95,Month-to-month,No,2,2.0,North,No
C01206,41,91.73,Month-to-month,No,2,4.0,North,No
C01207,35,78.47,Two year,No,4,1.0,East,Yes
C01208,55,30.36,Two year,No,2,1.0,East,No
C01209,27,45.27,Two year,No,4,2.0,West,No
C01210,20,65.65,Month-to-month,Yes,1,2.0,East,Yes
C01211,12,84.78,Month-to-month,Yes,1,1.0,West,Yes
C01212,27,84.58,One year,No,2,1.0,East,No
C01213,33,112.64,One year,No,2,5.0,West,No
C01214,22,65.62,Month-to-month,No,5,4.0,North,Yes
C01215,56,52.52,Two year,No,6,4.0,East,No
C01216,51,84.59,Month-to-month,No,4,1.0,West,No
C01217,52,61.72,Month-to-month,No,4,4.0,West,No
C01218,35,57.46,Two year,No,4,2.0,South,Yes
C01219,50,66.53,Month-to-month,No,1,4.0,West,No
C01220,8,26.81,Month-to-month,No,6,3.0,South,Yes
C01221,36,66.22,One year,No,3,2.0,North,No
C01222,13,56.72,Two year,Yes,3,2.0,West,No
C01223,39,96.88,Month-to-month,No,4,1.0,South,No
C01224,62,64.1,One year,No,2,5.0,North,Yes
C01225,12,51.41,Month-to-month,Yes,2,,North,No
C01226,70,69.35,Month-to-month,No,3,4.0,North,Yes
C01227,26,36.36,Month-to-month,No,2,5.0,West,Yes
C01228,16,52.2,Month-to-month,Yes,3,1.0,West,No
C01229,29,85.44,Month-to-month,No,5,2.0,West,No
C01230,44,69.55,Month-to-month,No,4,1.0,North,Yes
C01231,30,80.61,One year,No,3,,West,No
C01232,39,28.6,One year,No,2,5.0,East,No
C01233,32,59.64,One year,No,3,4.0,South,Yes
C01234,53,51.44,Two year,No,1,3.0,East,No
C01235,49,91.21,Month-to-month,No,4,2.0,West,No
C01236,28,86.11,Month-to-month,No,4,3.0,South,No
C01237,28,85.56,Month-to-month,No,1,3.0,North,No
C01238,25,91.75,One year,No,3,2.0,West,Yes
C01239,22,67.37,Month-to-month,No,2,1.0,North,No
C01240,15,98.03,Month-to-month,Yes,1,3.0,North,No
C01241,24,55.2,Month-to-month,No,3,3.0,East,Yes
C01242,46,54.54,Month-to-month,No,0,4.0,West,Yes
C01243,31,73.55,Two year,No,0,2.0,West,No
C01244,61,36.91,One year,No,2,1.0,West,No
C01245,72,84.31,Month-to-month,No,3,5.0,West,No
C01246,7,65.82,One year,No,2,3.0,North,No
C01247,26,83.29,One year,No,1,4.0,South,Yes
C01248,16,72.93,Month-to-month,Yes,2,,East,Yes
C01249,11,75.01,Month-to-month,Yes,3,1.0,South,No
C01250,34,73.17,One year,No,2,1.0,East,No
C01251,20,62.07,Month-to-month,No,7,4.0,South,No
C01252,72,61.29,Month-to-month,No,5,2.0,South,Yes
C01253,35,82.54,Month-to-month,No,3,4.0,North,Yes
C01254,48,63.47,One year,No,3,5.0,East,Yes
C01255,12,52.67,Two year,Yes,1,4.0,West,No
C01256,65,62.51,One year,Yes,3,5.0,West,No
C01257,6,102.7,Month-to-month,Yes,4,5.0,South,Yes
C01258,55,66.03,Month-to-month,No,1,4.0,East,Yes
C01259,64,55.5,One year,Yes,4,5.0,North,No
C01260,33,29.27,Two year,No,4,4.0,East,No
C01261,19,59.24,Two year,No,1,2.0,South,No
C01262,29,71.82,Two year,No,2,1.0,West,No
C01263,20,89.05,Month-to-month,Yes,1,2.0,East,Yes
C01264,32,65.95,One year,No,4,3.0,North,No
C01265,24,77.21,Two year,Yes,4,2.0,West,No
C01266,18,77.16,One year,No,1,1.0,East,Yes
C01267,4,84.03,One year,Yes,2,3.0,North,Yes
C01268,29,91.72,Month-to-month,No,1,3.0,South,No
C01269,54,92.26,One year,No,0,5.0,North,Yes
C01270,32,70.95,Month-to-month,Yes,0,5.0,South,Yes
C01271,41,50.11,Month-to-month,No,1,4.0,West,No
C01272,22,71.95,Two year,No,3,,West,Yes
C01273,30,74.05,Two year,No,2,2.0,East,Yes
C01274,12,88.26,Two year,No,2,5.0,South,Yes
C01275,72,97.06,Month-to-month,No,3,5.0,South,Yes
C01276,28,109.02,Month-to-month,No,2,1.0,West,No
C01277,47,85.16,Month-to-month,No,4,4.0,North,Yes
C01278,14,64.12,Two year,Yes,1,3.0,West,Yes
C01279,72,39.07,One year,No,2,2.0,West,No
C01280,57,65.55,Two year,No,6,3.0,West,No
C01281,32,64.05,Month-to-month,No,2,5.0,East,No
C01282,50,67.81,One year,No,1,5.0,West,Yes
C01283,72,64.98,One year,No,3,2.0,North,Yes
C01284,36,82.49,Month-to-month,Yes,3,3.0,West,No
C01285,22,58.25,Two year,Yes,0,3.0,North,Yes
C01286,25,80.83,One year,No,3,4.0,North,Yes
C01287,48,24.98,Month-to-month,No,0,3.0,North,Yes
C01288,32,77.42,Month-to-month,No,4,2.0,East,No
C01289,37,81.64,Two year,No,2,5.0,North,Yes
C01290,52,97.66,One year,No,2,2.0,East,Yes
C01291,25,77.18,One year,No,5,2.0,North,Yes
C01292,36,94.33,One year,No,3,2.0,East,Yes
C01293,30,77.04,Month-to-month,No,0,2.0,North,No
C01294,72,64.05,One year,No,1,3.0,East,No
C01295,56,69.53,Two year,No,0,4.0,North,No
C01296,32,73.94,Month-to-month,No,4,1.0,West,Yes
C01297,31,49.92,One year,No,4,5.0,South,Yes
C01298,72,64.73,Month-to-month,No,1,2.0,East,Yes
C01299,72,53.98,Month-to-month,No,1,,South,No
C01300,48,83.51,Month-to-month,No,5,4.0,East,No
C01301,38,60.21,Two year,No,2,2.0,South,No
C01302,30,67.51,Month-to-month,Yes,2,4.0,North,No
C01303,25,63.8,Month-to-month,No,1,5.0,West,Yes
C01304,18,73.09,One year,Yes,2,4.0,East,Yes
C01305,18,88.05,Month-to-month,Yes,6,4.0,South,Yes
C01306,20,43.65,One year,No,3,,North,No
C01307,31,36.82,Two year,No,2,2.0,West,No
C01308,14,91.18,Month-to-month,No,3,4.0,South,No
C01309,20,49.25,Month-to-month,Yes,2,2.0,West,Yes
C01310,53,69.85,Two year,No,1,5.0,West,No
C01311,17,103.1,Month-to-month,Yes,2,3.0,West,No
C01312,39,103.15,Month-to-month,No,1,3.0,East,Yes
C01313,31,73.28,Two year,No,4,4.0,North,No
C01314,15,72.76,Two year,No,4,1.0,North,No
C01315,29,104.53,One year,No,2,3.0,North,No
C01316,35,21.98,One year,No,2,4.0,South,No
C01317,51,51.64,Two year,No,5,4.0,East,Yes
C01318,13,79.27,One year,Yes,4,2.0,West,No
C01319,5,57.93,One year,Yes,6,1.0,North,Yes
C01320,44,82.32,Two year,No,7,1.0,East,Yes
C01321,38,63.29,One year,No,1,5.0,North,No
C01322,42,76.37,Month-to-month,No,0,2.0,South,No
C01323,8,69.06,Month-to-month,Yes,2,1.0,North,Yes
C01324,40,64.59,Month-to-month,No,4,3.0,South,Yes
C01325,15,64.15,Month-to-month,Yes,2,5.0,East,Yes
C01326,72,78.88,Month-to-month,No,1,2.0,East,Yes
C01327,43,60.06,Month-to-month,No,4,1.0,West,No
C01328,12,77.16,Two year,No,7,1.0,East,Yes
C01329,31,85.76,Month-to-month,No,2,1.0,South,Yes
C01330,20,93.79,Month-to-month,Yes,0,2.0,West,No
C01331,57,53.68,Month-to-month,No,0,1.0,West,No
C01332,45,43.41,Month-to-month,No,1,4.0,West,No
C01333,23,63.92,One year,Yes,4,2.0,West,No
C01334,18,126.18,Month-to-month,Yes,2,,West,No
C01335,9,96.79,Month-to-month,Yes,7,3.0,North,No
C01336,53,50.02,Two year,No,3,4.0,East,Yes
C01337,32,81.64,Month-to-month,No,1,,South,Yes
C01338,14,87.1,Month-to-month,Yes,2,3.0,South,Yes
C01339,5,35.37,Two year,No,0,5.0,North,No
C01340,65,88.65,One year,No,1,1.0,North,Yes
C01341,5,60.99,One year,Yes,3,3.0,West,No
C01342,37,58.37,Two year,No,3,2.0,West,No
C01343,30,60.43,Two year,No,6,3.0,East,Yes
C01344,32,94.6,Month-to-month,Yes,2,1.0,North,No
C01345,72,50.41,One year,No,8,2.0,East,No
C01346,37,33.27,One year,No,3,5.0,North,Yes
C01347,72,79.81,Month-to-month,No,2,5.0,East,Yes
C01348,32,23.21,Two year,No,1,3.0,North,No
C01349,28,68.58,Month-to-month,No,3,1.0,South,Yes
C01350,8,81.36,Two year,Yes,5,4.0,North,Yes
C01351,22,74.42,One year,Yes,4,2.0,West,No
C01352,63,92.76,Month-to-month,No,0,2.0,East,Yes
C01353,35,85.17,Month-to-month,No,3,,West,Yes
C01354,23,103.39,Two year,Yes,4,2.0,North,No
C01355,29,53.41,One year,No,3,2.0,East,Yes
C01356,40,81.17,Month-to-month,No,5,1.0,South,No
C01357,33,66.11,Month-to-month,No,1,3.0,South,No
C01358,31,81.22,One year,No,1,5.0,West,Yes
C01359,41,72.89,Month-to-month,No,2,1.0,North,Yes
C01360,22,94.94,One year,No,1,1.0,West,Yes
C01361,59,54.45,One year,No,4,1.0,North,No
C01362,31,99.33,Month-to-month,No,1,3.0,South,No
C01363,58,74.68,One year,No,2,5.0,North,Yes
C01364,24,73.42,Month-to-month,No,1,2.0,East,No
C01365,31,69.76,Two year,No,3,1.0,East,No
C01366,22,64.7,Two year,No,2,1.0,East,Yes
C01367,21,80.41,Month-to-month,No,7,4.0,West,No
C01368,26,70.28,Month-to-month,No,4,2.0,West,No
C01369,24,61.37,Month-to-month,No,3,2.0,West,Yes
C01370,22,53.97,Two year,No,2,,South,Yes
C01371,6,43.7,Month-to-month,Yes,4,5.0,North,No
C01372,50,79.16,One year,No,1,,North,No
C01373,6,37.77,Two year,Yes,2,4.0,South,Yes
C01374,13,70.08,Month-to-month,Yes,2,4.0,East,No
C01375,33,75.66,One year,No,3,1.0,North,Yes
C01376,32,89.11,Month-to-month,No,2,,West,Yes
C01377,2,32.06,One year,Yes,2,5.0,West,Yes
C01378,34,72.35,Month-to-month,No,2,5.0,North,No
C01379,37,68.28,Two year,No,2,3.0,West,Yes
C01380,18,74.94,Month-to-month,No,3,1.0,East,No
C01381,25,98.19,Month-to-month,No,2,2.0,South,Yes
C01382,17,45.21,Two year,No,3,5.0,East,Yes
C01383,37,23.12,Two year,Yes,6,4.0,East,No
C01384,21,78.59,One year,Yes,4,1.0,South,Yes
C01385,26,54.33,One year,No,2,4.0,East,No
C01386,34,42.35,Month-to-month,No,4,1.0,North,No
C01387,24,61.15,One year,No,2,2.0,South,No
C01388,6,96.15,Month-to-month,Yes,2,3.0,West,Yes
C01389,40,51.26,Month-to-month,No,1,2.0,North,No
C01390,23,102.05,Two year,Yes,2,4.0,East,No
C01391,8,48.92,One year,Yes,2,1.0,South,Yes
C01392,72,75.57,Month-to-month,No,2,5.0,South,Yes
C01393,58,52.06,Month-to-month,No,3,3.0,North,Yes
C01394,8,60.75,Two year,Yes,4,2.0,East,No
C01395,32,71.59,Month-to-month,No,4,5.0,East,Yes
C01396,26,47.19,Month-to-month,No,6,3.0,East,Yes
C01397,20,124.86,Month-to-month,Yes,2,3.0,South,No
C01398,34,65.08,Month-to-month,No,0,1.0,East,No
C01399,71,65.1,Month-to-month,No,2,5.0,East,No
